Date,Opponent,Result,Game Time,Attendance,Year,Team_Code
11/3/18,@ Florida Int'l,W 49-14,2:52,"18,478",2018,229
11/10/18,Western Ky.,W 34-15,3:05,"14,400",2018,229
11/15/18,@ North Texas,L 38-41,3:33,"18,338",2018,229
11/24/18,Charlotte,L 24-27,3:05,"11,638",2018,229
8/31/18,@ Stanford,L 10-31,3:12,"40,913",2018,626
9/8/18,Sacramento St.,W 28-14,3:00,"45,755",2018,626
9/15/18,Arizona St.,W 28-21,3:52,"34,641",2018,626
9/22/18,Eastern Mich.,W 23-20,3:26,"30,898",2018,626
10/6/18,@ 23 Boise St.,W 19-13,3:23,"36,679",2018,626
10/12/18,Air Force,W 21-17,4:34,"25,326",2018,626
10/20/18,San Jose St.,W 16-13,3:04,"30,451",2018,626
10/27/18,@ Nevada,L 24-28,3:25,"14,545",2018,626
11/3/18,@ New Mexico,W 31-23,3:15,"14,646",2018,626
11/10/18,UNLV,L 24-27,3:20,"24,986",2018,626
11/17/18,@ 18 Fresno St.,L 14-23,3:04,"36,123",2018,626
11/24/18,Hawaii,L 30-31,3:26,"28,014",2018,626
12/19/18,#NAME?,L 0-27,2:51,"11,029",2018,626
9/1/18,VMI,W 66-3,3:13,"24,136",2018,709
9/15/18,Miami (Fla.),L 24-49,3:18,"28,117",2018,709
9/22/18,Nevada,W 63-44,3:55,"23,675",2018,709
9/29/18,@ 18 Fresno St.,L 27-49,3:15,"33,401",2018,709
10/6/18,Bowling Green,W 52-36,3:23,"24,685",2018,709
10/13/18,@ Eastern Mich.,L 26-28,3:41,"17,998",2018,709
10/20/18,Buffalo,L 17-31,3:30,"18,114",2018,709
10/25/18,@ Western Mich.,W 51-24,3:25,"11,389",2018,709
10/31/18,Ball St.,W 45-13,3:24,"15,214",2018,709
11/7/18,@ Northern Ill.,L 15-38,3:15,"5,887",2018,709
11/15/18,@ Kent St.,W 56-34,3:39,"5,387",2018,709
11/23/18,Central Mich.,W 51-13,3:36,"15,521",2018,709
12/21/18,+ Florida Int'l,L 32-35,3:33,"13,510",2018,709
9/1/18,Kent St.,W 31-24,3:24,"31,898",2018,301
9/8/18,Western Ill.,W 34-14,3:35,"39,252",2018,301
9/15/18,#NAME?,L 19-25,3:28,"21,725",2018,301
9/21/18,17 Penn St.,L 24-63,3:30,"34,704",2018,301
10/6/18,@ Rutgers,W 38-17,3:19,"36,702",2018,301
10/13/18,Purdue,L 7-46,3:13,"41,966",2018,301
10/20/18,@ Wisconsin,L 20-49,3:22,"79,736",2018,301
10/27/18,@ Maryland,L 33-63,3:35,"30,387",2018,301
11/3/18,Minnesota,W 55-31,3:29,"35,774",2018,301
11/10/18,@ Nebraska,L 35-54,3:29,"88,316",2018,301
11/17/18,25 Iowa,L 0-63,3:25,"33,313",2018,301
11/24/18,@ 21 Northwestern,L 16-24,3:00,"37,124",2018,301
8/30/18,UC Davis,L 38-44,4:04,"12,675",2018,630
9/8/18,@ 10 Washington St.,L 0-31,3:09,"26,141",2018,630
9/15/18,@ Oregon,L 22-35,3:20,"50,049",2018,630
9/29/18,Hawaii,L 41-44,4:04,"16,363",2018,630
10/6/18,Colorado St.,L 30-42,3:46,"13,802",2018,630
10/13/18,+ 19 Army,L 3-52,3:01,"15,627",2018,630
10/20/18,@ San Diego St.,L 13-16,3:04,"30,451",2018,630
10/27/18,UNLV,W 50-37,3:16,"16,165",2018,630
11/3/18,@ Wyoming,L 9-24,2:46,"13,238",2018,630
11/10/18,@ 22 Utah St.,L 24-62,3:31,"19,017",2018,630
11/17/18,Nevada,L 12-21,2:58,"12,271",2018,630
11/24/18,@ 18 Fresno St.,L 13-31,3:30,"26,162",2018,630
9/8/18,Morgan St.,W 41-7,3:14,"18,413",2018,5
9/15/18,@ 21 Northwestern,W 39-34,3:49,"40,014",2018,5
9/22/18,@ Iowa St.,L 13-26,3:16,"54,028",2018,5
10/6/18,Miami (Ohio),L 17-41,3:22,"22,437",2018,5
10/13/18,@ Buffalo,L 6-24,3:13,"19,506",2018,5
10/20/18,@ Kent St.,W 24-23,3:19,"18,774",2018,5
10/27/18,Central Mich.,W 17-10,3:18,"17,582",2018,5
11/1/18,Northern Ill.,L 26-36,3:31,"16,401",2018,5
11/10/18,@ Eastern Mich.,L 7-27,2:57,"12,403",2018,5
11/17/18,Bowling Green,L 6-21,3:05,"17,742",2018,5
11/23/18,@ Ohio,L 28-49,3:28,"12,938",2018,5
12/1/18,@ South Carolina,L 3-28,3:17,"53,420",2018,5
9/1/18,Villanova,L 17-19,3:05,"32,357",2018,690
9/8/18,Buffalo,L 29-36,3:21,"25,511",2018,690
9/15/18,@ Maryland,W 35-14,3:08,"32,057",2018,690
9/20/18,Tulsa,W 31-17,3:17,"24,217",2018,690
9/29/18,@ Boston College,L 35-45,3:52,"40,111",2018,690
10/6/18,East Caro.,W 49-6,3:02,"26,681",2018,690
10/13/18,@ Navy,W 24-17,3:09,"30,106",2018,690
10/20/18,24 Cincinnati,W 24-17,3:31,"33,026",2018,690
11/1/18,@ 11 UCF,L 40-52,3:54,"41,153",2018,690
11/10/18,@ Houston,W 59-49,3:51,"30,862",2018,690
11/17/18,South Fla.,W 27-17,3:08,"29,029",2018,690
11/24/18,@ Connecticut,W 57-7,3:02,"18,203",2018,690
12/27/18,#NAME?,L 27-56,3:39,"27,492",2018,690
9/1/18,Howard,W 38-32,3:35,"18,275",2018,519
9/15/18,@ Virginia,L 31-45,3:22,"5,438",2018,519
9/22/18,@ 24 Cincinnati,L 30-34,3:50,"35,220",2018,519
9/29/18,Massachusetts,W 58-42,3:15,"19,056",2018,519
10/6/18,@ Kent St.,W 27-26,3:09,"20,062",2018,519
10/13/18,@ Northern Ill.,L 21-24,2:58,"12,138",2018,519
10/20/18,Bowling Green,W 49-14,3:02,"19,492",2018,519
10/25/18,Ball St.,W 52-14,3:09,"13,774",2018,519
11/1/18,@ Western Mich.,W 59-14,3:17,"11,935",2018,519
11/7/18,@ Miami (Ohio),L 28-30,3:28,"15,975",2018,519
11/14/18,Buffalo,W 52-17,3:09,"13,839",2018,519
11/23/18,Akron,W 49-28,3:28,"12,938",2018,519
12/19/18,#NAME?,W 27-0,2:51,"11,029",2018,519
8/31/18,#NAME?,W 45-13,3:29,"70,158",2018,157
9/8/18,@ Nebraska,W 33-28,3:41,"89,853",2018,157
9/15/18,New Hampshire,W 45-14,3:18,"42,360",2018,157
9/28/18,UCLA,W 38-16,3:13,"46,814",2018,157
10/6/18,Arizona St.,W 28-21,3:05,"52,681",2018,157
10/13/18,@ Southern California,L 20-31,3:42,"57,615",2018,157
10/20/18,@ 13 Washington,L 13-27,3:01,"68,798",2018,157
10/27/18,Oregon St.,L 34-41,4:00,"48,050",2018,157
11/2/18,@ Arizona,L 34-42,3:30,"43,080",2018,157
11/10/18,10 Washington St.,L 7-31,3:16,"45,587",2018,157
11/17/18,Utah,L 7-30,3:05,"39,360",2018,157
11/24/18,@ California,L 21-33,3:06,"34,457",2018,157
9/1/18,Southern U.,W 55-7,3:13,"42,219",2018,698
9/7/18,@ Southern Methodist,W 42-12,3:21,"24,216",2018,698
9/15/18,+ 3 Ohio St.,L 28-40,3:33,"64,362",2018,698
9/22/18,@ 9 Texas,L 16-31,3:22,"95,124",2018,698
9/29/18,Iowa St.,W 17-14,3:04,"42,664",2018,698
10/11/18,Texas Tech,L 14-17,3:33,"44,387",2018,698
10/20/18,4 Oklahoma,L 27-52,3:15,"45,055",2018,698
10/27/18,@ Kansas,L 26-27,3:27,"15,069",2018,698
11/3/18,Kansas St.,W 14-13,3:10,"40,486",2018,698
11/10/18,@ 20 West Virginia,L 10-47,3:09,"60,007",2018,698
11/17/18,@ Baylor,W 16-9,3:32,"45,140",2018,698
11/24/18,Oklahoma St.,W 31-24,3:27,"42,394",2018,698
12/26/18,#NAME?,W 10-7,3:22,"33,121",2018,698
9/1/18,@ 17 Penn St.,L 38-45,3:40,"105,232",2018,27
9/8/18,@ Charlotte,W 45-9,2:53,"19,151",2018,27
9/22/18,Gardner-Webb,W 72-7,3:00,"21,084",2018,27
9/29/18,South Ala.,W 52-7,3:05,"25,862",2018,27
10/9/18,@ Arkansas St.,W 35-9,3:23,"21,421",2018,27
10/20/18,La.-Lafayette,W 27-17,3:05,"27,082",2018,27
10/25/18,@ Ga. Southern,L 14-34,3:07,"19,252",2018,27
11/3/18,@ Coastal Caro.,W 23-7,2:58,"13,004",2018,27
11/10/18,@ Texas St.,W 38-7,2:43,"11,482",2018,27
11/17/18,Georgia St.,W 45-17,2:51,"22,315",2018,27
11/24/18,Troy,W 21-10,3:30,"20,410",2018,27
12/1/18,La.-Lafayette,W 30-19,3:05,"14,963",2018,27
12/15/18,#NAME?,W 45-13,3:03,"23,942",2018,27
9/1/18,@ California,L 17-24,3:30,"42,168",2018,457
9/8/18,@ East Caro.,L 19-41,3:33,"39,298",2018,457
9/22/18,Pittsburgh,W 38-35,3:17,"44,168",2018,457
9/27/18,@ Miami (Fla.),L 10-47,3:12,"60,843",2018,457
10/13/18,Virginia Tech,L 19-22,3:19,"50,500",2018,457
10/20/18,@ 15 Syracuse,L 37-40,4:07,"35,210",2018,457
10/27/18,@ Virginia,L 21-31,3:05,"43,128",2018,457
11/3/18,Georgia Tech,L 28-38,3:10,"40,782",2018,457
11/10/18,@ Duke,L 35-42,3:37,"35,493",2018,457
11/17/18,Western Caro.,W 49-26,3:08,"41,151",2018,457
11/24/18,North Carolina St.,L 28-34,3:40,"41,510",2018,457
9/1/18,@ South Ala.,W 30-26,3:21,"13,457",2018,366
9/8/18,Southern U.,W 54-17,3:08,"22,926",2018,366
9/22/18,@ 6 LSU,L 21-38,3:27,"102,321",2018,366
9/29/18,@ North Texas,W 29-27,3:26,"30,105",2018,366
10/6/18,UAB,L 7-28,2:59,"18,983",2018,366
10/13/18,@ UTSA,W 31-3,3:11,"20,057",2018,366
10/20/18,UTEP,W 31-24,3:20,"18,972",2018,366
10/26/18,@ Fla. Atlantic,W 21-13,3:27,"14,948",2018,366
11/3/18,@ Mississippi St.,L 3-45,3:06,"58,709",2018,366
11/10/18,Rice,W 28-13,2:53,"15,283",2018,366
11/17/18,@ Southern Miss.,L 20-21,2:57,"19,142",2018,366
11/24/18,Western Ky.,L 15-30,3:35,"11,459",2018,366
12/22/18,#NAME?,W 31-14,3:39,"30,911",2018,366
9/1/18,@ Southern California,L 21-43,3:17,"58,708",2018,465
9/8/18,UTEP,W 52-24,3:00,"14,122",2018,465
9/15/18,Prairie View,W 46-17,3:27,"14,786",2018,465
9/22/18,@ Arkansas St.,L 20-27,3:11,"18,537",2018,465
10/6/18,New Mexico,L 14-50,2:51,"18,949",2018,465
10/13/18,@ 22 Utah St.,L 28-59,3:20,"21,212",2018,465
10/19/18,Air Force,L 35-41,3:17,"17,881",2018,465
10/27/18,@ San Jose St.,L 37-50,3:16,"16,165",2018,465
11/3/18,18 Fresno St.,L 3-48,3:26,"15,276",2018,465
11/10/18,@ San Diego St.,W 27-24,3:20,"24,986",2018,465
11/17/18,@ Hawaii,L 28-35,3:17,"25,697",2018,465
11/24/18,Nevada,W 34-29,3:23,"19,921",2018,465
9/1/18,@ 25 Iowa,L 7-33,3:11,"67,510",2018,503
9/8/18,Utah,L 6-17,3:16,"16,762",2018,503
9/15/18,Central Mich.,W 24-16,3:02,"12,354",2018,503
9/22/18,@ Florida St.,L 19-37,3:34,"65,633",2018,503
9/29/18,@ Eastern Mich.,W 26-23,3:51,"14,779",2018,503
10/6/18,@ Ball St.,W 24-16,3:12,"7,159",2018,503
10/13/18,Ohio,W 24-21,2:58,"12,138",2018,503
10/27/18,@ Brigham Young,W 7-6,3:07,"51,084",2018,503
11/1/18,@ Akron,W 36-26,3:31,"16,401",2018,503
11/7/18,Toledo,W 38-15,3:15,"5,887",2018,503
11/14/18,Miami (Ohio),L 7-13,3:06,"4,878",2018,503
11/20/18,@ Western Mich.,L 21-28,3:20,"18,278",2018,503
11/30/18,#NAME?,W 30-29,3:28,"10,255",2018,503
12/18/18,#NAME?,L 13-37,3:16,"22,614",2018,503
9/2/18,#NAME?,W 33-17,3:45,"68,841",2018,365
9/8/18,Southeastern La.,W 31-0,3:03,"96,883",2018,365
9/15/18,@ Auburn,W 22-21,3:32,"86,787",2018,365
9/22/18,Louisiana Tech,W 38-21,3:27,"102,321",2018,365
9/29/18,Mississippi,W 45-16,3:35,"100,224",2018,365
10/6/18,@ 7 Florida,L 19-27,3:49,"90,283",2018,365
10/13/18,7 Georgia,W 36-16,3:23,"102,321",2018,365
10/20/18,Mississippi St.,W 19-3,3:07,"101,340",2018,365
11/3/18,2 Alabama,L 0-29,3:09,"102,321",2018,365
11/10/18,@ Arkansas,W 24-17,3:16,"64,135",2018,365
11/17/18,Rice,W 42-10,2:53,"100,323",2018,365
11/24/18,@ 16 Texas A&M,L 72-74,4:53,"101,501",2018,365
1/1/19,+ 11 UCF,W 40-32,3:45,"57,246",2018,365
9/1/18,+ 20 West Virginia,L 14-40,4:00,"66,793",2018,694
9/8/18,East Tenn. St.,W 59-3,3:52,"96,464",2018,694
9/15/18,UTEP,W 24-0,3:04,"87,074",2018,694
9/22/18,7 Florida,L 21-47,3:26,"100,027",2018,694
9/29/18,@ 7 Georgia,L 12-38,3:10,"92,746",2018,694
10/13/18,@ Auburn,W 30-24,3:30,"84,589",2018,694
10/20/18,2 Alabama,L 21-58,3:19,"97,087",2018,694
10/27/18,@ South Carolina,L 24-27,3:18,"80,614",2018,694
11/3/18,Charlotte,W 14-3,3:00,"86,753",2018,694
11/10/18,12 Kentucky,W 24-7,3:12,"95,258",2018,694
11/17/18,Missouri,L 17-50,3:18,"88,224",2018,694
11/24/18,@ Vanderbilt,L 13-38,3:10,"35,887",2018,694
9/1/18,Southern Methodist,W 46-23,3:06,"29,519",2018,497
9/8/18,Incarnate Word,W 58-16,3:16,"18,538",2018,497
9/15/18,@ Arkansas,W 44-17,3:53,"62,355",2018,497
9/22/18,@ Liberty,W 47-7,3:04,"14,112",2018,497
9/29/18,Louisiana Tech,L 27-29,3:26,"30,105",2018,497
10/6/18,@ UTEP,W 27-24,3:06,"12,809",2018,497
10/13/18,Southern Miss.,W 30-7,3:30,"18,252",2018,497
10/20/18,@ UAB,L 21-29,3:17,"28,014",2018,497
10/27/18,Rice,W 41-17,3:06,"25,379",2018,497
11/10/18,@ Old Dominion,L 31-34,3:24,"18,062",2018,497
11/15/18,Fla. Atlantic,W 41-38,3:33,"18,338",2018,497
11/24/18,@ UTSA,W 24-21,2:59,"19,874",2018,497
12/15/18,+ 22 Utah St.,L 13-52,3:29,"25,387",2018,497
9/1/18,Jackson St.,W 55-7,3:15,"29,176",2018,664
9/8/18,La.-Monroe,L 20-21,3:09,"19,579",2018,664
9/22/18,Rice,W 40-22,2:47,"20,159",2018,664
9/29/18,@ Auburn,L 13-24,3:27,"83,792",2018,664
10/13/18,@ North Texas,L 7-30,3:30,"18,252",2018,664
10/20/18,UTSA,W 27-17,3:08,"21,259",2018,664
10/27/18,@ Charlotte,L 17-20,3:04,"8,687",2018,664
11/3/18,Marshall,W 26-24,3:12,"20,375",2018,664
11/10/18,@ UAB,L 23-26,,"25,618",2018,664
11/17/18,Louisiana Tech,W 21-20,2:57,"19,142",2018,664
11/24/18,@ UTEP,W 39-7,2:59,"14,962",2018,664
9/3/18,Virginia Tech,L 3-24,3:12,"75,237",2018,234
9/8/18,Samford,W 36-26,3:51,"72,239",2018,234
9/15/18,@ 15 Syracuse,L 7-30,3:37,"37,457",2018,234
9/22/18,Northern Ill.,W 37-19,3:34,"65,633",2018,234
9/29/18,@ Louisville,W 28-24,3:27,"52,798",2018,234
10/6/18,@ Miami (Fla.),L 27-28,4:01,"65,490",2018,234
10/20/18,Wake Forest,W 38-17,3:34,"67,274",2018,234
10/27/18,1 Clemson,L 10-59,3:47,"68,403",2018,234
11/3/18,@ North Carolina St.,L 28-47,3:33,"57,600",2018,234
11/10/18,@ 5 Notre Dame,L 13-42,3:22,"77,622",2018,234
11/17/18,Boston College,W 22-21,3:31,"57,274",2018,234
11/24/18,7 Florida,L 14-41,3:27,"71,953",2018,234
9/1/18,@ Troy,W 56-20,3:24,"29,612",2018,66
9/8/18,Connecticut,W 62-7,2:58,"34,515",2018,66
9/15/18,@ Oklahoma St.,L 21-44,3:24,"54,974",2018,66
9/29/18,@ Wyoming,W 34-14,3:30,"22,271",2018,66
10/6/18,San Diego St.,L 13-19,3:23,"36,679",2018,66
10/13/18,@ Nevada,W 31-27,3:38,"21,431",2018,66
10/19/18,Colorado St.,W 56-28,3:14,"32,299",2018,66
10/27/18,@ Air Force,W 48-38,3:24,"27,753",2018,66
11/3/18,Brigham Young,W 21-16,3:27,"35,241",2018,66
11/9/18,18 Fresno St.,W 24-17,3:20,"33,118",2018,66
11/16/18,@ New Mexico,W 45-14,3:18,"16,883",2018,66
11/24/18,22 Utah St.,W 33-24,3:25,"35,960",2018,66
12/1/18,18 Fresno St.,L 16-19,3:35,"23,662",2018,66
9/1/18,#NAME?,L 16-21,3:28,"70,103",2018,756
9/8/18,North Dakota,W 45-3,3:10,"68,093",2018,756
9/15/18,@ Utah,W 21-7,3:09,"47,445",2018,756
9/22/18,Arizona St.,W 27-20,3:12,"71,200",2018,756
9/29/18,Brigham Young,W 35-7,2:52,"70,155",2018,756
10/6/18,@ UCLA,W 31-24,3:10,"51,123",2018,756
10/13/18,@ Oregon,L 27-30,3:43,"58,691",2018,756
10/20/18,Colorado,W 27-13,3:01,"68,798",2018,756
10/27/18,@ California,L 10-12,2:57,"39,138",2018,756
11/3/18,Stanford,W 27-23,3:17,"69,690",2018,756
11/17/18,Oregon St.,W 42-23,3:13,"66,469",2018,756
11/23/18,@ 10 Washington St.,W 28-15,3:10,"32,952",2018,756
11/30/18,#NAME?,W 10-3,2:57,"35,134",2018,756
1/1/19,+ 3 Ohio St.,L 23-28,3:29,"91,853",2018,756
9/1/18,@ Oregon,L 24-58,3:24,"50,112",2018,71
9/8/18,Maryland,L 14-45,3:19,"16,142",2018,71
9/15/18,Eastern Ky.,W 42-35,3:44,"17,542",2018,71
9/22/18,Miami (Ohio),L 23-38,3:12,"14,380",2018,71
9/29/18,@ Georgia Tech,L 17-63,3:03,"40,740",2018,71
10/6/18,@ Toledo,L 36-52,3:23,"24,685",2018,71
10/13/18,Western Mich.,L 35-42,3:32,"18,551",2018,71
10/20/18,@ Ohio,L 14-49,3:02,"19,492",2018,71
10/30/18,Kent St.,L 28-35,3:43,"13,131",2018,71
11/10/18,@ Central Mich.,W 24-13,2:56,"8,041",2018,71
11/17/18,@ Akron,W 21-6,3:05,"17,742",2018,71
11/23/18,Buffalo,L 14-44,3:04,"10,518",2018,71
9/1/18,Old Dominion,W 52-10,3:15,"20,425",2018,355
9/8/18,@ 19 Army,L 14-38,3:18,"25,133",2018,355
9/22/18,North Texas,L 7-47,3:04,"14,112",2018,355
9/29/18,@ New Mexico,W 52-43,3:38,"18,804",2018,355
10/6/18,@ New Mexico St.,L 41-49,3:39,"8,337",2018,355
10/13/18,Troy,W 22-16,3:12,"17,389",2018,355
10/20/18,Idaho St.,W 48-41,3:20,"16,502",2018,355
11/3/18,@ Massachusetts,L 59-62,4:10,"10,338",2018,355
11/10/18,@ Virginia,L 24-45,2:51,"41,485",2018,355
11/17/18,@ Auburn,L 0-53,3:16,"81,129",2018,355
11/24/18,New Mexico St.,W 28-21,3:06,"16,022",2018,355
12/1/18,Norfolk St.,W 52-17,2:59,"13,243",2018,355
9/1/18,Delaware St.,W 48-10,3:12,"17,959",2018,86
9/8/18,@ Temple,W 36-29,3:21,"25,511",2018,86
9/15/18,Eastern Mich.,W 35-28,3:32,"18,384",2018,86
9/22/18,@ Rutgers,W 42-13,3:20,"34,574",2018,86
9/29/18,19 Army,L 13-42,3:09,"23,671",2018,86
10/6/18,@ Central Mich.,W 34-24,3:13,"14,044",2018,86
10/13/18,Akron,W 24-6,3:13,"19,506",2018,86
10/20/18,@ Toledo,W 31-17,3:30,"18,114",2018,86
10/30/18,Miami (Ohio),W 51-42,3:40,"15,682",2018,86
11/6/18,Kent St.,W 48-14,3:07,"15,078",2018,86
11/14/18,@ Ohio,L 17-52,3:09,"13,839",2018,86
11/23/18,@ Bowling Green,W 44-14,3:04,"10,518",2018,86
11/30/18,#NAME?,L 29-30,3:28,"10,255",2018,86
12/22/18,#NAME?,L 32-42,3:34,"31,818",2018,86
8/31/18,Western Ky.,W 34-3,3:20,"74,145",2018,796
9/8/18,New Mexico,W 45-14,2:56,"77,003",2018,796
9/15/18,Brigham Young,L 21-24,3:07,"80,720",2018,796
9/22/18,@ 25 Iowa,W 28-17,3:15,"69,250",2018,796
10/6/18,Nebraska,W 41-24,3:35,"80,051",2018,796
10/13/18,@ 14 Michigan,L 13-38,3:07,"111,360",2018,796
10/20/18,Illinois,W 49-20,3:22,"79,736",2018,796
10/27/18,@ 21 Northwestern,L 17-31,3:20,"47,330",2018,796
11/3/18,Rutgers,W 31-17,3:00,"74,379",2018,796
11/10/18,@ 17 Penn St.,L 10-22,3:04,"105,396",2018,796
11/17/18,@ Purdue,W 47-44,3:50,"46,114",2018,796
11/24/18,Minnesota,L 15-37,3:03,"74,038",2018,796
12/27/18,#NAME?,W 35-3,2:50,"37,821",2018,796
9/1/18,@ North Texas,L 23-46,3:06,"29,519",2018,663
9/7/18,TCU,L 12-42,3:21,"24,216",2018,663
9/15/18,@ 14 Michigan,L 20-45,3:24,"110,549",2018,663
9/22/18,Navy,W 31-30,3:23,"17,531",2018,663
9/29/18,Houston Baptist,W 63-27,3:26,"18,983",2018,663
10/6/18,@ 11 UCF,L 20-48,3:24,"40,856",2018,663
10/20/18,@ Tulane,W 27-23,4:27,"13,987",2018,663
10/27/18,24 Cincinnati,L 20-26,3:38,"16,121",2018,663
11/3/18,Houston,W 45-31,3:15,"23,654",2018,663
11/10/18,@ Connecticut,W 62-50,3:40,"19,096",2018,663
11/16/18,Memphis,L 18-28,3:37,"15,794",2018,663
11/24/18,@ Tulsa,L 24-27,3:31,"17,159",2018,663
8/31/18,@ Michigan St.,L 31-38,3:28,"73,114",2018,731
9/8/18,New Mexico St.,W 60-13,3:35,"18,223",2018,731
9/13/18,Tennessee Tech,W 73-12,3:14,"15,011",2018,731
9/22/18,Air Force,W 42-32,3:35,"22,720",2018,731
10/5/18,@ Brigham Young,W 45-20,3:25,"58,087",2018,731
10/13/18,UNLV,W 59-28,3:20,"21,212",2018,731
10/20/18,@ Wyoming,W 24-16,3:06,"18,378",2018,731
10/27/18,New Mexico,W 61-19,3:27,"16,119",2018,731
11/3/18,@ Hawaii,W 56-17,3:15,"21,476",2018,731
11/10/18,San Jose St.,W 62-24,3:31,"19,017",2018,731
11/17/18,@ Colorado St.,W 29-24,3:15,"19,226",2018,731
11/24/18,@ 23 Boise St.,L 24-33,3:25,"35,960",2018,731
12/15/18,#NAME?,W 52-13,3:29,"25,387",2018,731
9/1/18,Northern Ill.,W 33-7,3:11,"67,510",2018,312
9/8/18,Iowa St.,W 13-3,3:12,"69,250",2018,312
9/15/18,Northern Iowa,W 38-14,3:06,"69,250",2018,312
9/22/18,Wisconsin,L 17-28,3:15,"69,250",2018,312
10/6/18,@ Minnesota,W 48-31,3:30,"48,199",2018,312
10/13/18,@ Indiana,W 42-16,3:16,"40,512",2018,312
10/20/18,Maryland,W 23-0,2:49,"69,250",2018,312
10/27/18,@ 17 Penn St.,L 24-30,3:42,"105,244",2018,312
11/3/18,@ Purdue,L 36-38,3:20,"60,716",2018,312
11/10/18,21 Northwestern,L 10-14,3:16,"66,493",2018,312
11/17/18,@ Illinois,W 63-0,3:25,"33,313",2018,312
11/23/18,Nebraska,W 31-28,3:13,"65,299",2018,312
1/1/19,#NAME?,W 27-22,3:25,"40,518",2018,312
8/25/18,Wyoming,L 7-29,3:30,"20,322",2018,472
8/30/18,@ Minnesota,L 10-48,3:37,"41,291",2018,472
9/8/18,@ 22 Utah St.,L 13-60,3:35,"18,223",2018,472
9/15/18,New Mexico,L 25-42,3:33,"20,673",2018,472
9/22/18,@ UTEP,W 27-20,2:56,"19,412",2018,472
10/6/18,Liberty,W 49-41,3:39,"8,337",2018,472
10/13/18,@ La.-Lafayette,L 38-66,3:23,"18,131",2018,472
10/20/18,Ga. Southern,L 31-48,3:01,"7,300",2018,472
10/27/18,@ Texas St.,L 20-27,3:10,"15,045",2018,472
11/3/18,Alcorn St.,W 52-42,3:30,"11,897",2018,472
11/17/18,@ Brigham Young,L 10-45,3:34,"47,505",2018,472
11/24/18,@ Liberty,L 21-28,3:06,"16,022",2018,472
9/1/18,North Carolina,W 24-17,3:30,"42,168",2018,107
9/8/18,@ Brigham Young,W 21-18,3:29,"52,602",2018,107
9/15/18,Idaho St.,W 45-23,3:13,"37,104",2018,107
9/29/18,Oregon,L 24-42,3:13,"43,448",2018,107
10/6/18,@ Arizona,L 17-24,3:20,"44,253",2018,107
10/13/18,UCLA,L 7-37,3:05,"45,889",2018,107
10/20/18,@ Oregon St.,W 49-7,3:05,"32,390",2018,107
10/27/18,13 Washington,W 12-10,2:57,"39,138",2018,107
11/3/18,@ 10 Washington St.,L 13-19,3:17,"32,952",2018,107
11/10/18,@ Southern California,W 15-14,3:10,"56,721",2018,107
11/24/18,Colorado,W 33-21,3:06,"34,457",2018,107
12/1/18,Stanford,L 13-23,3:06,"57,857",2018,107
12/26/18,#NAME?,L 7-10,3:22,"33,121",2018,107
8/30/18,Southwest Mo. St.,W 58-17,,"50,103",2018,521
9/8/18,South Ala.,W 55-13,3:40,"53,923",2018,521
9/15/18,23 Boise St.,W 44-21,3:24,"54,974",2018,521
9/22/18,Texas Tech,L 17-41,3:35,"53,166",2018,521
9/29/18,@ Kansas,W 48-28,3:12,"18,364",2018,521
10/6/18,Iowa St.,L 42-48,3:32,"52,995",2018,521
10/13/18,@ Kansas St.,L 12-31,3:16,"50,435",2018,521
10/27/18,9 Texas,W 38-35,3:41,"56,790",2018,521
11/3/18,@ Baylor,L 31-35,3:32,"43,492",2018,521
11/10/18,@ 4 Oklahoma,L 47-48,3:50,"87,635",2018,521
11/17/18,20 West Virginia,W 45-41,2:55,"52,842",2018,521
11/24/18,@ TCU,L 24-31,3:27,"42,394",2018,521
12/31/18,#NAME?,W 38-33,3:46,"51,587",2018,521
9/1/18,Brigham Young,L 23-28,3:24,"51,002",2018,29
9/8/18,@ Houston,L 18-45,3:34,"32,534",2018,29
9/15/18,Southern Utah,W 62-31,3:30,"41,493",2018,29
9/22/18,@ Oregon St.,W 35-14,2:56,"33,022",2018,29
9/29/18,Southern California,L 20-24,3:26,"43,573",2018,29
10/6/18,California,W 24-17,3:20,"44,253",2018,29
10/12/18,@ Utah,L 10-42,3:03,"45,862",2018,29
10/20/18,@ UCLA,L 30-31,3:18,"54,686",2018,29
10/27/18,Oregon,W 44-15,3:31,"42,845",2018,29
11/2/18,Colorado,W 42-34,3:30,"43,080",2018,29
11/17/18,@ 10 Washington St.,L 28-69,3:29,"22,400",2018,29
11/24/18,Arizona St.,L 40-41,3:47,"51,805",2018,29
9/1/18,Stephen F. Austin,W 63-6,3:48,"54,289",2018,430
9/8/18,@ Kansas St.,W 31-10,3:19,"49,784",2018,430
9/15/18,La.-Lafayette,W 56-10,2:57,"56,505",2018,430
9/22/18,@ 12 Kentucky,L 7-28,3:09,"60,037",2018,430
9/29/18,7 Florida,L 6-13,3:07,"61,406",2018,430
10/6/18,Auburn,W 23-9,3:18,"60,635",2018,430
10/20/18,@ 6 LSU,L 3-19,3:07,"101,340",2018,430
10/27/18,16 Texas A&M,W 28-13,3:15,"57,085",2018,430
11/3/18,Louisiana Tech,W 45-3,3:06,"58,709",2018,430
11/10/18,@ 2 Alabama,L 0-24,2:54,"101,821",2018,430
